,time,count
93,2011-02-04,25
1772,2011-02-05,15
628,2011-02-06,19
776,2011-02-07,18
774,2011-02-08,18
1370,2011-02-09,16
180,2011-02-10,23
1773,2011-02-11,15
1033,2011-02-12,17
1032,2011-02-13,17
788,2011-02-14,18
1394,2011-02-15,16
758,2011-02-16,18
362,2011-02-17,21
2146,2011-02-18,14
118,2011-02-19,24
1774,2011-02-20,15
619,2011-02-21,19
444,2011-02-22,20
1775,2011-02-23,15
1029,2011-02-24,17
2973,2011-02-25,12
3162,2011-02-26,11
812,2011-02-27,18
3169,2011-02-28,11
811,2011-03-01,18
1397,2011-03-02,16
166,2011-03-03,23
1777,2011-03-04,15
446,2011-03-05,20
3680,2011-03-06,10
800,2011-03-07,18
799,2011-03-08,18
637,2011-03-09,19
296,2011-03-10,22
114,2011-03-11,24
96,2011-03-12,25
2213,2011-03-13,14
1779,2011-03-14,15
730,2011-03-15,18
1780,2011-03-16,15
1390,2011-03-17,16
664,2011-03-18,19
447,2011-03-19,20
1026,2011-03-20,17
1388,2011-03-21,16
1781,2011-03-22,15
2595,2011-03-23,13
3157,2011-03-24,11
2958,2011-03-25,12
1782,2011-03-26,15
32,2011-03-27,28
386,2011-03-28,21
2579,2011-03-29,13
752,2011-03-30,18
749,2011-03-31,18
3238,2011-04-01,11
654,2011-04-02,19
3828,2011-04-03,9
742,2011-04-04,18
1783,2011-04-05,15
2205,2011-04-06,14
448,2011-04-07,20
273,2011-04-08,22
1784,2011-04-09,15
1805,2011-04-10,15
729,2011-04-11,18
648,2011-04-12,19
3202,2011-04-13,11
449,2011-04-14,20
192,2011-04-15,23
450,2011-04-16,20
451,2011-04-17,20
177,2011-04-18,23
1021,2011-04-19,17
1495,2011-04-20,16
2224,2011-04-21,14
2196,2011-04-22,14
2532,2011-04-23,13
1521,2011-04-24,16
751,2011-04-25,18
2197,2011-04-26,14
1807,2011-04-27,15
1040,2011-04-28,17
643,2011-04-29,19
2199,2011-04-30,14
721,2011-05-01,18
395,2011-05-02,21
10,2011-05-03,33
276,2011-05-04,22
3684,2011-05-05,10
24,2011-05-06,29
607,2011-05-07,19
1470,2011-05-08,16
3,2011-05-09,41
277,2011-05-10,22
593,2011-05-11,19
3683,2011-05-12,10
1054,2011-05-13,17
159,2011-05-14,23
913,2011-05-15,18
2200,2011-05-16,14
575,2011-05-17,19
1462,2011-05-18,16
411,2011-05-19,21
397,2011-05-20,21
16,2011-05-21,30
37,2011-05-22,27
1458,2011-05-23,16
124,2011-05-24,24
572,2011-05-25,19
1455,2011-05-26,16
1061,2011-05-27,17
570,2011-05-28,19
3682,2011-05-29,10
2201,2011-05-30,14
31,2011-05-31,28
1058,2011-06-01,17
3048,2011-06-02,11
2993,2011-06-03,12
26,2011-06-04,29
305,2011-06-05,21
316,2011-06-06,21
1830,2011-06-07,15
1484,2011-06-08,16
315,2011-06-09,21
1831,2011-06-10,15
125,2011-06-11,24
328,2011-06-12,21
917,2011-06-13,18
564,2011-06-14,19
218,2011-06-15,23
934,2011-06-16,18
457,2011-06-17,20
562,2011-06-18,19
1832,2011-06-19,15
1833,2011-06-20,15
210,2011-06-21,23
1466,2011-06-22,16
2522,2011-06-23,13
929,2011-06-24,18
926,2011-06-25,18
3063,2011-06-26,11
925,2011-06-27,18
552,2011-06-28,19
2229,2011-06-29,14
1835,2011-06-30,15
555,2011-07-01,19
1050,2011-07-02,17
1828,2011-07-03,15
936,2011-07-04,18
554,2011-07-05,19
1049,2011-07-06,17
458,2011-07-07,20
2991,2011-07-08,12
3833,2011-07-09,9
3681,2011-07-10,10
460,2011-07-11,20
852,2011-07-12,18
1047,2011-07-13,17
102,2011-07-14,25
1046,2011-07-15,17
1517,2011-07-16,16
461,2011-07-17,20
59,2011-07-18,26
577,2011-07-19,19
462,2011-07-20,20
3679,2011-07-21,10
605,2011-07-22,19
2225,2011-07-23,14
4176,2011-07-24,8
2560,2011-07-25,13
356,2011-07-26,21
354,2011-07-27,21
1044,2011-07-28,17
61,2011-07-29,26
1838,2011-07-30,15
95,2011-07-31,25
1508,2011-08-01,16
1839,2011-08-02,15
1840,2011-08-03,15
600,2011-08-04,19
266,2011-08-05,22
599,2011-08-06,19
598,2011-08-07,19
597,2011-08-08,19
1229,2011-08-09,16
1017,2011-08-10,17
2543,2011-08-11,13
1276,2011-08-12,16
1015,2011-08-13,17
1268,2011-08-14,16
351,2011-08-15,21
157,2011-08-16,24
278,2011-08-17,22
62,2011-08-18,26
463,2011-08-19,20
2194,2011-08-20,14
390,2011-08-21,21
291,2011-08-22,22
280,2011-08-23,22
295,2011-08-24,22
267,2011-08-25,22
872,2011-08-26,18
2188,2011-08-27,14
240,2011-08-28,22
985,2011-08-29,17
1841,2011-08-30,15
39,2011-08-31,27
1247,2011-09-01,16
1842,2011-09-02,15
15,2011-09-03,30
1843,2011-09-04,15
879,2011-09-05,18
1844,2011-09-06,15
2563,2011-09-07,13
262,2011-09-08,22
984,2011-09-09,17
983,2011-09-10,17
1253,2011-09-11,16
382,2011-09-12,21
258,2011-09-13,22
582,2011-09-14,19
465,2011-09-15,20
869,2011-09-16,18
1219,2011-09-17,16
245,2011-09-18,22
35,2011-09-19,28
402,2011-09-20,21
1826,2011-09-21,15
412,2011-09-22,21
862,2011-09-23,18
2121,2011-09-24,14
2917,2011-09-25,12
860,2011-09-26,18
4178,2011-09-27,8
466,2011-09-28,20
1241,2011-09-29,16
2916,2011-09-30,12
608,2011-10-01,19
2128,2011-10-02,14
2565,2011-10-03,13
470,2011-10-04,20
1810,2011-10-05,15
472,2011-10-06,20
468,2011-10-07,20
467,2011-10-08,20
2131,2011-10-09,14
1279,2011-10-10,16
857,2011-10-11,18
230,2011-10-12,22
1331,2011-10-13,16
1811,2011-10-14,15
1812,2011-10-15,15
235,2011-10-16,22
74,2011-10-17,26
1325,2011-10-18,16
978,2011-10-19,17
877,2011-10-20,18
18,2011-10-21,30
3077,2011-10-22,11
2912,2011-10-23,12
884,2011-10-24,18
2528,2011-10-25,13
2136,2011-10-26,14
977,2011-10-27,17
187,2011-10-28,23
678,2011-10-29,19
174,2011-10-30,23
2529,2011-10-31,13
975,2011-11-01,17
1351,2011-11-02,16
1350,2011-11-03,16
27,2011-11-04,29
156,2011-11-05,24
2139,2011-11-06,14
338,2011-11-07,21
974,2011-11-08,17
973,2011-11-09,17
848,2011-11-10,18
72,2011-11-11,26
2531,2011-11-12,13
347,2011-11-13,21
3084,2011-11-14,11
288,2011-11-15,22
694,2011-11-16,19
286,2011-11-17,22
1815,2011-11-18,15
695,2011-11-19,19
932,2011-11-20,18
922,2011-11-21,18
930,2011-11-22,18
127,2011-11-23,24
890,2011-11-24,18
671,2011-11-25,19
281,2011-11-26,22
1291,2011-11-27,16
215,2011-11-28,23
440,2011-11-29,20
901,2011-11-30,18
904,2011-12-01,18
454,2011-12-02,20
453,2011-12-03,20
406,2011-12-04,21
2187,2011-12-05,14
2118,2011-12-06,14
670,2011-12-07,19
452,2011-12-08,20
1808,2011-12-09,15
50,2011-12-10,26
2908,2011-12-11,12
389,2011-12-12,21
108,2011-12-13,24
116,2011-12-14,24
1311,2011-12-15,16
702,2011-12-16,19
293,2011-12-17,22
1816,2011-12-18,15
991,2011-12-19,17
182,2011-12-20,23
214,2011-12-21,23
324,2011-12-22,21
3091,2011-12-23,11
1302,2011-12-24,16
2618,2011-12-25,13
300,2011-12-26,21
1014,2011-12-27,17
2098,2011-12-28,14
443,2011-12-29,20
73,2011-12-30,26
232,2011-12-31,22
1818,2012-01-01,15
2626,2012-01-02,13
149,2012-01-03,24
1013,2012-01-04,17
265,2012-01-05,22
70,2012-01-06,26
473,2012-01-07,20
263,2012-01-08,22
148,2012-01-09,24
2624,2012-01-10,13
68,2012-01-11,26
1011,2012-01-12,17
371,2012-01-13,21
1287,2012-01-14,16
1280,2012-01-15,16
57,2012-01-16,26
2581,2012-01-17,13
106,2012-01-18,25
682,2012-01-19,19
45,2012-01-20,27
2099,2012-01-21,14
163,2012-01-22,23
144,2012-01-23,24
1329,2012-01-24,16
143,2012-01-25,24
1007,2012-01-26,17
33,2012-01-27,28
1006,2012-01-28,17
1005,2012-01-29,17
23,2012-01-30,29
367,2012-01-31,21
761,2012-02-01,18
1353,2012-02-02,16
2104,2012-02-03,14
197,2012-02-04,23
2105,2012-02-05,14
3353,2012-02-06,11
773,2012-02-07,18
1003,2012-02-08,17
1323,2012-02-09,16
1002,2012-02-10,17
704,2012-02-11,19
1001,2012-02-12,17
1820,2012-02-13,15
783,2012-02-14,18
56,2012-02-15,26
784,2012-02-16,18
487,2012-02-17,20
1332,2012-02-18,16
217,2012-02-19,23
2902,2012-02-20,12
821,2012-02-21,18
342,2012-02-22,21
199,2012-02-23,23
47,2012-02-24,27
4485,2012-02-25,7
145,2012-02-26,24
1823,2012-02-27,15
689,2012-02-28,19
431,2012-02-29,20
21,2012-03-01,30
379,2012-03-02,21
2107,2012-03-03,14
685,2012-03-04,19
1274,2012-03-05,16
2606,2012-03-06,13
1271,2012-03-07,16
999,2012-03-08,17
2108,2012-03-09,14
420,2012-03-10,20
1614,2012-03-11,15
874,2012-03-12,18
109,2012-03-13,24
998,2012-03-14,17
997,2012-03-15,17
941,2012-03-16,18
892,2012-03-17,18
1257,2012-03-18,16
434,2012-03-19,20
428,2012-03-20,20
1599,2012-03-21,15
208,2012-03-22,23
2109,2012-03-23,14
2609,2012-03-24,13
301,2012-03-25,21
712,2012-03-26,18
430,2012-03-27,20
2575,2012-03-28,13
206,2012-03-29,23
1239,2012-03-30,16
505,2012-03-31,20
4168,2012-04-01,8
2116,2012-04-02,14
1526,2012-04-03,15
2165,2012-04-04,14
4531,2012-04-05,6
1237,2012-04-06,16
307,2012-04-07,21
2167,2012-04-08,14
65,2012-04-09,26
795,2012-04-10,18
688,2012-04-11,19
1305,2012-04-12,16
716,2012-04-13,18
1298,2012-04-14,16
1567,2012-04-15,15
352,2012-04-16,21
972,2012-04-17,17
838,2012-04-18,18
1320,2012-04-19,16
979,2012-04-20,17
438,2012-04-21,20
2168,2012-04-22,14
2171,2012-04-23,14
2547,2012-04-24,13
320,2012-04-25,21
982,2012-04-26,17
255,2012-04-27,22
1264,2012-04-28,16
464,2012-04-29,20
1533,2012-04-30,15
75,2012-05-01,26
332,2012-05-02,21
85,2012-05-03,25
152,2012-05-04,24
1537,2012-05-05,15
314,2012-05-06,21
919,2012-05-07,18
1051,2012-05-08,17
550,2012-05-09,19
283,2012-05-10,22
1476,2012-05-11,16
455,2012-05-12,20
3245,2012-05-13,11
365,2012-05-14,21
400,2012-05-15,21
1019,2012-05-16,17
1494,2012-05-17,16
1501,2012-05-18,16
732,2012-05-19,18
1022,2012-05-20,17
19,2012-05-21,30
1406,2012-05-22,16
2178,2012-05-23,14
715,2012-05-24,18
661,2012-05-25,19
269,2012-05-26,22
1392,2012-05-27,16
640,2012-05-28,19
616,2012-05-29,19
814,2012-05-30,18
128,2012-05-31,24
2940,2012-06-01,12
445,2012-06-02,20
1557,2012-06-03,15
1034,2012-06-04,17
3846,2012-06-05,9
1362,2012-06-06,16
2184,2012-06-07,14
636,2012-06-08,19
946,2012-06-09,17
142,2012-06-10,24
4155,2012-06-11,8
660,2012-06-12,19
4157,2012-06-13,8
1597,2012-06-14,15
644,2012-06-15,19
2145,2012-06-16,14
2568,2012-06-17,13
1436,2012-06-18,16
905,2012-06-19,18
957,2012-06-20,17
3342,2012-06-21,11
91,2012-06-22,25
3849,2012-06-23,9
1574,2012-06-24,15
1444,2012-06-25,16
933,2012-06-26,18
1547,2012-06-27,15
846,2012-06-28,18
1429,2012-06-29,16
1418,2012-06-30,16
1428,2012-07-01,16
3358,2012-07-02,11
2923,2012-07-03,12
2537,2012-07-04,13
384,2012-07-05,21
3853,2012-07-06,9
2538,2012-07-07,13
2161,2012-07-08,14
3918,2012-07-09,9
186,2012-07-10,23
3310,2012-07-11,11
222,2012-07-12,22
221,2012-07-13,22
3021,2012-07-14,12
1419,2012-07-15,16
3334,2012-07-16,11
2120,2012-07-17,14
766,2012-07-18,18
680,2012-07-19,19
372,2012-07-20,21
3170,2012-07-21,11
586,2012-07-22,19
2602,2012-07-23,13
2601,2012-07-24,13
38,2012-07-25,27
2589,2012-07-26,13
249,2012-07-27,22
1582,2012-07-28,15
2150,2012-07-29,14
745,2012-07-30,18
2588,2012-07-31,13
419,2012-08-01,21
1592,2012-08-02,15
498,2012-08-03,20
2149,2012-08-04,14
635,2012-08-05,19
669,2012-08-06,19
1203,2012-08-07,17
4098,2012-08-08,8
3200,2012-08-09,11
1572,2012-08-10,15
2096,2012-08-11,14
2697,2012-08-12,12
629,2012-08-13,19
2144,2012-08-14,14
1097,2012-08-15,17
253,2012-08-16,22
2616,2012-08-17,13
2164,2012-08-18,14
1099,2012-08-19,17
226,2012-08-20,22
141,2012-08-21,24
2683,2012-08-22,12
227,2012-08-23,22
1555,2012-08-24,15
1103,2012-08-25,17
1106,2012-08-26,17
488,2012-08-27,20
237,2012-08-28,22
2166,2012-08-29,14
1564,2012-08-30,15
52,2012-08-31,26
4087,2012-09-01,8
3934,2012-09-02,9
1565,2012-09-03,15
1387,2012-09-04,16
2669,2012-09-05,12
212,2012-09-06,23
2183,2012-09-07,14
3103,2012-09-08,11
484,2012-09-09,20
319,2012-09-10,21
2181,2012-09-11,14
1548,2012-09-12,15
1568,2012-09-13,15
650,2012-09-14,19
329,2012-09-15,21
3705,2012-09-16,10
733,2012-09-17,18
1499,2012-09-18,16
1497,2012-09-19,16
1088,2012-09-20,17
1560,2012-09-21,15
645,2012-09-22,19
1118,2012-09-23,17
3354,2012-09-24,11
139,2012-09-25,24
915,2012-09-26,18
1465,2012-09-27,16
2177,2012-09-28,14
1456,2012-09-29,16
1471,2012-09-30,16
900,2012-10-01,18
1474,2012-10-02,16
2548,2012-10-03,13
479,2012-10-04,20
897,2012-10-05,18
563,2012-10-06,19
894,2012-10-07,18
1584,2012-10-08,15
2175,2012-10-09,14
565,2012-10-10,19
939,2012-10-11,18
1162,2012-10-12,17
63,2012-10-13,26
3387,2012-10-14,11
2173,2012-10-15,14
1475,2012-10-16,16
2542,2012-10-17,13
360,2012-10-18,21
1486,2012-10-19,16
3326,2012-10-20,11
1540,2012-10-21,15
2170,2012-10-22,14
359,2012-10-23,21
1489,2012-10-24,16
259,2012-10-25,22
355,2012-10-26,21
1123,2012-10-27,17
353,2012-10-28,21
2169,2012-10-29,14
1543,2012-10-30,15
1492,2012-10-31,16
561,2012-11-01,19
475,2012-11-02,20
3940,2012-11-03,9
1132,2012-11-04,17
1520,2012-11-05,16
3279,2012-11-06,11
200,2012-11-07,23
2119,2012-11-08,14
1524,2012-11-09,15
2535,2012-11-10,13
2533,2012-11-11,13
840,2012-11-12,18
2115,2012-11-13,14
1273,2012-11-14,16
2111,2012-11-15,14
1130,2012-11-16,17
826,2012-11-17,18
1119,2012-11-18,17
1531,2012-11-19,15
1243,2012-11-20,16
344,2012-11-21,21
1125,2012-11-22,17
3702,2012-11-23,10
1124,2012-11-24,17
1122,2012-11-25,17
4078,2012-11-26,8
3700,2012-11-27,10
3893,2012-11-28,9
341,2012-11-29,21
133,2012-11-30,24
2110,2012-12-01,14
3388,2012-12-02,11
2572,2012-12-03,13
1218,2012-12-04,16
3903,2012-12-05,9
863,2012-12-06,18
1590,2012-12-07,15
3253,2012-12-08,11
1235,2012-12-09,16
1596,2012-12-10,15
1573,2012-12-11,15
334,2012-12-12,21
4270,2012-12-13,8
1116,2012-12-14,17
2103,2012-12-15,14
3286,2012-12-16,11
2559,2012-12-17,13
2554,2012-12-18,13
679,2012-12-19,19
2564,2012-12-20,13
841,2012-12-21,18
3284,2012-12-22,11
843,2012-12-23,18
3257,2012-12-24,11
2578,2012-12-25,13
1587,2012-12-26,15
234,2012-12-27,22
2097,2012-12-28,14
1317,2012-12-29,16
1069,2012-12-30,17
681,2012-12-31,19
927,2013-01-01,18
895,2013-01-02,18
2641,2013-01-03,12
136,2013-01-04,24
137,2013-01-05,24
3375,2013-01-06,11
2600,2013-01-07,13
1561,2013-01-08,15
2597,2013-01-09,13
2591,2013-01-10,13
1559,2013-01-11,15
3692,2013-01-12,10
1096,2013-01-13,17
2133,2013-01-14,14
1167,2013-01-15,17
2610,2013-01-16,13
405,2013-01-17,21
1588,2013-01-18,15
1179,2013-01-19,17
2613,2013-01-20,13
2129,2013-01-21,14
1200,2013-01-22,17
2852,2013-01-23,12
2541,2013-01-24,13
1183,2013-01-25,17
178,2013-01-26,23
333,2013-01-27,21
2126,2013-01-28,14
393,2013-01-29,21
3087,2013-01-30,11
3082,2013-01-31,11
2124,2013-02-01,14
189,2013-02-02,23
1169,2013-02-03,17
1529,2013-02-04,15
44,2013-02-05,27
1534,2013-02-06,15
1336,2013-02-07,16
1263,2013-02-08,16
2527,2013-02-09,13
859,2013-02-10,18
1171,2013-02-11,17
1277,2013-02-12,16
429,2013-02-13,20
1216,2013-02-14,16
3760,2013-02-15,9
423,2013-02-16,20
966,2013-02-17,17
647,2013-02-18,19
83,2013-02-19,25
2829,2013-02-20,12
1258,2013-02-21,16
1256,2013-02-22,16
4419,2013-02-23,7
707,2013-02-24,19
3114,2013-02-25,11
521,2013-02-26,20
3696,2013-02-27,10
1575,2013-02-28,15
242,2013-03-01,22
1550,2013-03-02,15
1316,2013-03-03,16
1558,2013-03-04,15
1109,2013-03-05,17
910,2013-03-06,18
672,2013-03-07,19
2230,2013-03-08,14
254,2013-03-09,22
1090,2013-03-10,17
203,2013-03-11,23
2558,2013-03-12,13
1081,2013-03-13,17
2881,2013-03-14,12
3039,2013-03-15,11
1337,2013-03-16,16
3726,2013-03-17,9
4469,2013-03-18,7
2561,2013-03-19,13
1226,2013-03-20,16
507,2013-03-21,20
3044,2013-03-22,11
1129,2013-03-23,17
1457,2013-03-24,16
257,2013-03-25,22
1145,2013-03-26,17
2233,2013-03-27,14
3689,2013-03-28,10
938,2013-03-29,18
1164,2013-03-30,17
1160,2013-03-31,17
1586,2013-04-01,15
1156,2013-04-02,17
1155,2013-04-03,17
1154,2013-04-04,17
312,2013-04-05,21
535,2013-04-06,20
1082,2013-04-07,17
659,2013-04-08,19
533,2013-04-09,20
3068,2013-04-10,11
717,2013-04-11,18
1105,2013-04-12,17
798,2013-04-13,18
804,2013-04-14,18
808,2013-04-15,18
131,2013-04-16,24
410,2013-04-17,21
1562,2013-04-18,15
173,2013-04-19,23
3675,2013-04-20,10
1554,2013-04-21,15
89,2013-04-22,25
2573,2013-04-23,13
246,2013-04-24,22
1213,2013-04-25,17
2204,2013-04-26,14
1432,2013-04-27,16
3685,2013-04-28,10
2203,2013-04-29,14
2551,2013-04-30,13
1188,2013-05-01,17
594,2013-05-02,19
706,2013-05-03,19
373,2013-05-04,21
767,2013-05-05,18
3054,2013-05-06,11
3790,2013-05-07,9
2524,2013-05-08,13
963,2013-05-09,17
1539,2013-05-10,15
2525,2013-05-11,13
1579,2013-05-12,15
153,2013-05-13,24
2526,2013-05-14,13
3716,2013-05-15,10
1569,2013-05-16,15
736,2013-05-17,18
2193,2013-05-18,14
274,2013-05-19,22
1556,2013-05-20,15
414,2013-05-21,21
1042,2013-05-22,17
3194,2013-05-23,11
3714,2013-05-24,10
1057,2013-05-25,17
1064,2013-05-26,17
1577,2013-05-27,15
1467,2013-05-28,16
3721,2013-05-29,10
850,2013-05-30,18
60,2013-05-31,26
2751,2013-06-01,12
1290,2013-06-02,16
989,2013-06-03,17
2207,2013-06-04,14
1542,2013-06-05,15
2756,2013-06-06,12
1585,2013-06-07,15
668,2013-06-08,19
2222,2013-06-09,14
2800,2013-06-10,12
980,2013-06-11,17
2615,2013-06-12,13
514,2013-06-13,20
878,2013-06-14,18
1571,2013-06-15,15
4234,2013-06-16,8
1342,2013-06-17,16
1341,2013-06-18,16
3152,2013-06-19,11
2220,2013-06-20,14
4236,2013-06-21,8
1552,2013-06-22,15
2809,2013-06-23,12
1306,2013-06-24,16
2612,2013-06-25,13
698,2013-06-26,19
3733,2013-06-27,9
3140,2013-06-28,11
2582,2013-06-29,13
2799,2013-06-30,12
2587,2013-07-01,13
2781,2013-07-02,12
3744,2013-07-03,9
1581,2013-07-04,15
1349,2013-07-05,16
2788,2013-07-06,12
762,2013-07-07,18
2214,2013-07-08,14
361,2013-07-09,21
3715,2013-07-10,10
2212,2013-07-11,14
403,2013-07-12,21
2211,2013-07-13,14
1545,2013-07-14,15
1546,2013-07-15,15
3163,2013-07-16,11
548,2013-07-17,20
996,2013-07-18,17
614,2013-07-19,19
2608,2013-07-20,13
3547,2013-07-21,10
994,2013-07-22,17
545,2013-07-23,20
1454,2013-07-24,16
801,2013-07-25,18
1943,2013-07-26,14
2392,2013-07-27,13
2795,2013-07-28,12
1942,2013-07-29,14
1248,2013-07-30,16
165,2013-07-31,23
2607,2013-08-01,13
4242,2013-08-02,8
546,2013-08-03,20
1215,2013-08-04,16
1528,2013-08-05,15
2790,2013-08-06,12
1928,2013-08-07,14
2596,2013-08-08,13
4361,2013-08-09,7
1295,2013-08-10,16
2590,2013-08-11,13
167,2013-08-12,23
1289,2013-08-13,16
2797,2013-08-14,12
40,2013-08-15,27
792,2013-08-16,18
1920,2013-08-17,14
1012,2013-08-18,17
1947,2013-08-19,14
1551,2013-08-20,15
1300,2013-08-21,16
387,2013-08-22,21
518,2013-08-23,20
1969,2013-08-24,14
870,2013-08-25,18
3185,2013-08-26,11
513,2013-08-27,20
3770,2013-08-28,9
1594,2013-08-29,15
588,2013-08-30,19
1530,2013-08-31,15
2755,2013-09-01,12
290,2013-09-02,22
322,2013-09-03,21
2749,2013-09-04,12
4233,2013-09-05,8
3213,2013-09-06,11
1918,2013-09-07,14
1059,2013-09-08,17
2761,2013-09-09,12
1563,2013-09-10,15
2775,2013-09-11,12
2536,2013-09-12,13
2769,2013-09-13,12
2768,2013-09-14,12
615,2013-09-15,19
815,2013-09-16,18
942,2013-09-17,18
363,2013-09-18,21
3782,2013-09-19,9
2762,2013-09-20,12
1407,2013-09-21,16
1420,2013-09-22,16
1445,2013-09-23,16
2836,2013-09-24,12
1905,2013-09-25,14
1576,2013-09-26,15
530,2013-09-27,20
3784,2013-09-28,9
1208,2013-09-29,17
3783,2013-09-30,9
529,2013-10-01,20
1536,2013-10-02,15
3690,2013-10-03,10
1055,2013-10-04,17
3019,2013-10-05,12
3153,2013-10-06,11
1424,2013-10-07,16
146,2013-10-08,24
3167,2013-10-09,11
503,2013-10-10,20
2690,2013-10-11,12
2154,2013-10-12,14
194,2013-10-13,23
2693,2013-10-14,12
2152,2013-10-15,14
2695,2013-10-16,12
2151,2013-10-17,14
1431,2013-10-18,16
710,2013-10-19,18
2037,2013-10-20,14
551,2013-10-21,19
2566,2013-10-22,13
3070,2013-10-23,11
1134,2013-10-24,17
1589,2013-10-25,15
3722,2013-10-26,9
1299,2013-10-27,16
2557,2013-10-28,13
2056,2013-10-29,14
2556,2013-10-30,13
292,2013-10-31,22
2611,2013-11-01,13
2882,2013-11-02,12
2555,2013-11-03,13
2053,2013-11-04,14
3697,2013-11-05,10
2880,2013-11-06,12
1343,2013-11-07,16
302,2013-11-08,21
394,2013-11-09,21
1578,2013-11-10,15
549,2013-11-11,20
2853,2013-11-12,12
1259,2013-11-13,16
760,2013-11-14,18
3076,2013-11-15,11
2083,2013-11-16,14
1549,2013-11-17,15
1195,2013-11-18,17
2074,2013-11-19,14
76,2013-11-20,25
2540,2013-11-21,13
1181,2013-11-22,17
4220,2013-11-23,8
1583,2013-11-24,15
2850,2013-11-25,12
3695,2013-11-26,10
2035,2013-11-27,14
2005,2013-11-28,14
2001,2013-11-29,14
3336,2013-11-30,11
2585,2013-12-01,13
1304,2013-12-02,16
3751,2013-12-03,9
176,2013-12-04,23
1997,2013-12-05,14
256,2013-12-06,22
3823,2013-12-07,9
1995,2013-12-08,14
2662,2013-12-09,12
2583,2013-12-10,13
321,2013-12-11,21
3267,2013-12-12,11
2633,2013-12-13,12
1991,2013-12-14,14
1319,2013-12-15,16
4777,2013-12-16,4
1345,2013-12-17,16
3283,2013-12-18,11
3709,2013-12-19,10
1570,2013-12-20,15
2550,2013-12-21,13
3259,2013-12-22,11
1346,2013-12-23,16
4438,2013-12-24,7
3320,2013-12-25,11
3909,2013-12-26,9
2574,2013-12-27,13
1566,2013-12-28,15
2635,2013-12-29,12
3693,2013-12-30,10
2553,2013-12-31,13
1354,2014-01-01,16
4459,2014-01-02,7
1083,2014-01-03,17
1086,2014-01-04,17
1089,2014-01-05,17
1327,2014-01-06,16
2027,2014-01-07,14
3275,2014-01-08,11
58,2014-01-09,26
2708,2014-01-10,12
2571,2014-01-11,13
1159,2014-01-12,17
3327,2014-01-13,11
2704,2014-01-14,12
3379,2014-01-15,11
2021,2014-01-16,14
340,2014-01-17,21
1144,2014-01-18,17
1245,2014-01-19,16
1121,2014-01-20,17
856,2014-01-21,18
1133,2014-01-22,17
4091,2014-01-23,8
3703,2014-01-24,10
2530,2014-01-25,13
1358,2014-01-26,16
601,2014-01-27,19
2534,2014-01-28,13
456,2014-01-29,20
1503,2014-01-30,16
3352,2014-01-31,11
202,2014-02-01,23
2003,2014-02-02,14
3704,2014-02-03,10
2724,2014-02-04,12
225,2014-02-05,22
921,2014-02-06,18
924,2014-02-07,18
84,2014-02-08,25
348,2014-02-09,21
2681,2014-02-10,12
4068,2014-02-11,8
4313,2014-02-12,7
2062,2014-02-13,14
1580,2014-02-14,15
2678,2014-02-15,12
1591,2014-02-16,15
1595,2014-02-17,15
1131,2014-02-18,17
2586,2014-02-19,13
1504,2014-02-20,16
1067,2014-02-21,17
3083,2014-02-22,11
323,2014-02-23,21
708,2014-02-24,18
2670,2014-02-25,12
2622,2014-02-26,13
1931,2014-02-27,14
1068,2014-02-28,17
1945,2014-03-01,14
794,2014-03-02,18
401,2014-03-03,21
3071,2014-03-04,11
86,2014-03-05,25
3066,2014-03-06,11
224,2014-03-07,22
2700,2014-03-08,12
4517,2014-03-09,6
1553,2014-03-10,15
495,2014-03-11,20
1360,2014-03-12,16
782,2014-03-13,18
496,2014-03-14,20
1593,2014-03-15,15
3930,2014-03-16,9
1173,2014-03-17,17
1405,2014-03-18,16
1525,2014-03-19,15
559,2014-03-20,19
1538,2014-03-21,15
844,2014-03-22,18
2694,2014-03-23,12
370,2014-03-24,21
1535,2014-03-25,15
590,2014-03-26,19
4500,2014-03-27,6
1541,2014-03-28,15
2010,2014-03-29,14
3176,2014-03-30,11
867,2014-03-31,18
3359,2014-04-01,11
2892,2014-04-02,12
4074,2014-04-03,8
836,2014-04-04,18
3138,2014-04-05,11
1128,2014-04-06,17
2594,2014-04-07,13
4530,2014-04-08,6
4065,2014-04-09,8
3195,2014-04-10,11
3706,2014-04-11,10
1066,2014-04-12,17
2625,2014-04-13,13
4456,2014-04-14,7
947,2014-04-15,17
2523,2014-04-16,13
188,2014-04-17,23
3008,2014-04-18,12
2008,2014-04-19,14
3688,2014-04-20,10
1544,2014-04-21,15
3016,2014-04-22,12
1983,2014-04-23,14
943,2014-04-24,17
1523,2014-04-25,15
3006,2014-04-26,12
151,2014-04-27,24
855,2014-04-28,18
830,2014-04-29,18
3020,2014-04-30,12
3002,2014-05-01,12
1532,2014-05-02,15
832,2014-05-03,18
2076,2014-05-04,14
891,2014-05-05,18
2925,2014-05-06,12
3847,2014-05-07,9
2928,2014-05-08,12
914,2014-05-09,18
1433,2014-05-10,16
2930,2014-05-11,12
2931,2014-05-12,12
3672,2014-05-13,10
1382,2014-05-14,16
2936,2014-05-15,12
620,2014-05-16,19
2570,2014-05-17,13
992,2014-05-18,17
1036,2014-05-19,17
2049,2014-05-20,14
392,2014-05-21,21
3247,2014-05-22,11
1056,2014-05-23,17
311,2014-05-24,21
